Date,Open,High,Low,Close,Adj Close,Volume
2021-03-22,152.8000030517578,153.97000122070312,150.61000061035156,150.97000122070312,137.210693359375,19944800
2021-03-23,150.3300018310547,152.1199951171875,148.9600067138672,149.4600067138672,135.8383026123047,17076300
2021-03-24,150.0,153.17999267578125,149.86000061035156,150.6199951171875,136.89256286621094,13079800
2021-03-25,150.0,152.97000122070312,149.3300018310547,152.5500030517578,138.6466522216797,15608300
2021-03-26,154.3000030517578,155.4499969482422,152.5500030517578,155.08999633789062,140.95516967773438,16754400
2021-03-29,152.1199951171875,153.72999572753906,151.0399932861328,152.67999267578125,138.7648162841797,17570300
2021-03-30,154.4600067138672,155.8699951171875,153.8800048828125,154.47999572753906,140.40077209472656,13184300
2021-03-31,153.27999877929688,154.49000549316406,152.1199951171875,152.22999572753906,138.35581970214844,16736700
2021-04-01,151.89999389648438,153.7899932861328,151.5500030517578,153.7100067138672,139.7009735107422,16561500
2021-04-05,154.39999389648438,154.94000244140625,152.60000610351562,153.6199951171875,140.44146728515625,13508000
2021-04-06,152.7899932861328,154.27999877929688,151.86000061035156,152.5399932861328,139.45411682128906,13071600
2021-04-07,153.10000610351562,155.22999572753906,152.64999389648438,154.92999267578125,141.63906860351562,16903500
2021-04-08,154.0,155.50999450683594,152.30999755859375,155.1199951171875,141.81275939941406,12335500
2021-04-09,155.80999755859375,157.0399932861328,154.97000122070312,156.27999877929688,142.87330627441406,12122400
2021-04-12,155.5800018310547,157.25,155.57000732421875,155.9499969482422,142.57159423828125,12273400
2021-04-13,154.75,155.1999969482422,152.42999267578125,154.08999633789062,140.87115478515625,16113600
2021-04-14,151.47000122070312,153.8300018310547,150.92999267578125,151.2100067138672,138.23818969726562,19939600
2021-04-15,151.25,152.1999969482422,149.32000732421875,152.1699981689453,139.11585998535156,17694100
2021-04-16,153.8699951171875,154.50999450683594,152.69000244140625,153.3000030517578,140.14892578125,13773400
2021-04-19,153.4199981689453,153.8800048828125,152.22000122070312,152.64999389648438,139.5546875,11900200
2021-04-20,151.74000549316406,151.75,148.64999389648438,149.27000427246094,136.4646759033203,13716700
2021-04-21,147.7899932861328,150.61000061035156,146.7899932861328,150.5399932861328,137.6256866455078,12236700
2021-04-22,150.22999572753906,150.3000030517578,147.25999450683594,147.3699951171875,134.7276611328125,15256100
2021-04-23,147.17999267578125,151.1300048828125,146.69000244140625,150.19000244140625,137.3057098388672,14041900
2021-04-26,150.77999877929688,152.4600067138672,150.3800048828125,150.55999755859375,137.6439666748047,10799100
2021-04-27,150.5,151.57000732421875,150.11000061035156,151.25,138.2748260498047,12821200
2021-04-28,152.42999267578125,152.88999938964844,151.39999389648438,152.22999572753906,139.17068481445312,8943700
2021-04-29,153.5399932861328,155.27999877929688,153.1999969482422,155.19000244140625,141.87677001953125,12976900
2021-04-30,154.10000610351562,154.49000549316406,153.00999450683594,153.80999755859375,140.61517333984375,11705100
2021-05-03,154.85000610351562,155.47999572753906,153.1300048828125,153.36000061035156,140.20376586914062,11801100
2021-05-04,152.8699951171875,155.63999938964844,152.13999938964844,155.47999572753906,142.1418914794922,12977700
2021-05-05,156.0,158.27999877929688,154.6300048828125,157.52000427246094,144.00692749023438,10506700
2021-05-06,158.07000732421875,160.82000732421875,157.16000366210938,160.69000244140625,146.90496826171875,13542400
2021-05-07,157.22000122070312,161.5,157.02000427246094,161.24000549316406,147.4077911376953,14257800
2021-05-10,161.5,163.72999572753906,161.1199951171875,161.22000122070312,147.3894805908203,14014300
2021-05-11,161.0800018310547,162.38999938964844,158.0399932861328,158.5399932861328,144.93939208984375,15451700
2021-05-12,159.61000061035156,160.77999877929688,157.02999877929688,157.4499969482422,143.9429168701172,14381700
2021-05-13,158.17999267578125,162.4499969482422,157.67999267578125,161.5,147.6454620361328,15395000
2021-05-14,162.38999938964844,164.4499969482422,161.99000549316406,164.00999450683594,149.94015502929688,10584000
2021-05-17,163.3699951171875,164.85000610351562,163.02999877929688,164.6699981689453,150.5435333251953,9886800
2021-05-18,164.67999267578125,165.5,162.24000549316406,162.35000610351562,148.4225616455078,11098100
2021-05-19,161.0,161.17999267578125,158.63999938964844,161.11000061035156,147.28892517089844,13278900
2021-05-20,160.8300018310547,161.86000061035156,159.52000427246094,160.8300018310547,147.032958984375,10426000
2021-05-21,161.33999633789062,163.22000122070312,160.94000244140625,162.66000366210938,148.70596313476562,10249000
2021-05-24,163.36000061035156,164.22999572753906,162.1199951171875,163.5399932861328,149.51048278808594,9440300
2021-05-25,163.85000610351562,165.6999969482422,161.55999755859375,161.85000610351562,147.9654541015625,12609100
2021-05-26,163.57000732421875,163.74000549316406,161.30999755859375,161.8300018310547,147.94715881347656,13058300
2021-05-27,163.9499969482422,164.75,162.57000732421875,164.35000610351562,150.25099182128906,15707500
2021-05-28,164.67999267578125,164.94000244140625,163.25999450683594,164.24000549316406,150.15042114257812,10291300
2021-06-01,165.8699951171875,166.91000366210938,165.47999572753906,166.0500030517578,151.80517578125,9445400
2021-06-02,167.25999450683594,167.44000244140625,165.52999877929688,166.05999755859375,151.8142852783203,10498600
2021-06-03,165.41000366210938,167.25,164.66000366210938,166.1699981689453,151.91485595703125,13354400
2021-06-04,166.2100067138672,166.6699981689453,165.02999877929688,166.44000244140625,152.1616973876953,8510800
2021-06-07,167.0,167.10000610351562,165.13999938964844,165.66000366210938,151.4486083984375,7267200
2021-06-08,164.49000549316406,165.75999450683594,163.16000366210938,165.0,150.84521484375,10370700
2021-06-09,164.13999938964844,164.22000122070312,162.27999877929688,162.94000244140625,148.96192932128906,12377400
2021-06-10,164.36000061035156,165.24000549316406,160.30999755859375,160.39999389648438,146.6398468017578,12119400
2021-06-11,160.42999267578125,161.1999969482422,159.05999755859375,160.2899932861328,146.53929138183594,13683800
2021-06-14,160.14999389648438,160.3300018310547,156.66000366210938,157.57000732421875,144.0526123046875,19917900
2021-06-15,156.6999969482422,156.9199981689453,154.1300048828125,155.17999267578125,141.86761474609375,24485500
2021-06-16,154.72999572753906,157.6199951171875,153.11000061035156,156.27000427246094,142.86415100097656,25321200
2021-06-17,157.10000610351562,157.4600067138672,151.25,151.75999450683594,138.74102783203125,29722400
2021-06-18,149.3000030517578,149.6999969482422,147.55999755859375,147.9199981689453,135.23043823242188,43595700
2021-06-21,149.0800018310547,151.1999969482422,149.02000427246094,150.42999267578125,137.5251007080078,18664800
2021-06-22,150.60000610351562,150.97000122070312,148.66000366210938,150.2100067138672,137.3240203857422,14251200
2021-06-23,150.1999969482422,152.0399932861328,150.08999633789062,151.1199951171875,138.1559295654297,12733300
2021-06-24,151.9199981689453,153.1199951171875,151.22000122070312,152.50999450683594,139.4266815185547,13733200
2021-06-25,152.58999633789062,154.5,151.6699981689453,154.0500030517578,140.8345947265625,15484900
2021-06-28,153.6999969482422,154.47999572753906,152.1199951171875,154.3300018310547,141.09056091308594,14125800
2021-06-29,155.0,156.30999755859375,153.61000061035156,154.13999938964844,140.91685485839844,14528700
2021-06-30,153.75,156.0800018310547,153.7100067138672,155.5399932861328,142.19674682617188,12531000
2021-07-01,156.25999450683594,157.13999938964844,155.4199981689453,157.0800018310547,143.60462951660156,10479400
2021-07-02,155.9499969482422,156.32000732421875,155.1199951171875,156.02999877929688,143.46673583984375,11424000
2021-07-06,155.77999877929688,155.77999877929688,152.35000610351562,153.41000366210938,141.05767822265625,15083400
2021-07-07,152.00999450683594,154.27999877929688,151.5500030517578,153.58999633789062,141.22317504882812,12271800
2021-07-08,151.61000061035156,152.52999877929688,150.0399932861328,150.94000244140625,138.78656005859375,17834600
2021-07-09,153.0500030517578,156.14999389648438,152.5800018310547,155.77000427246094,143.22767639160156,13694500
2021-07-12,154.35000610351562,159.16000366210938,153.94000244140625,158.0,145.27810668945312,19940400
2021-07-13,156.0500030517578,157.38999938964844,153.5,155.64999389648438,143.11732482910156,22671700
2021-07-14,155.9499969482422,157.27999877929688,152.9499969482422,155.1199951171875,142.62997436523438,14622800
2021-07-15,153.89999389648438,156.52999877929688,153.6999969482422,155.4600067138672,142.942626953125,11539300
2021-07-16,155.9600067138672,156.27999877929688,151.02000427246094,151.91000366210938,139.678466796875,14002700
2021-07-19,148.5500030517578,149.82000732421875,145.7100067138672,146.97000122070312,135.13623046875,22172900
2021-07-20,146.52000427246094,151.1199951171875,146.3300018310547,149.7100067138672,137.6555938720703,15385200
2021-07-21,152.0500030517578,153.64999389648438,151.36000061035156,152.86000061035156,140.55197143554688,12356700
2021-07-22,152.8800048828125,153.44000244140625,149.97000122070312,150.92999267578125,138.77735900878906,9913300
2021-07-23,151.47999572753906,152.83999633789062,150.25,150.63999938964844,138.51072692871094,9666100
2021-07-26,150.19000244140625,151.9600067138672,150.1699981689453,151.64999389648438,139.43939208984375,8208000
2021-07-27,150.39999389648438,152.49000549316406,149.8000030517578,151.4499969482422,139.25550842285156,11218700
2021-07-28,152.2899932861328,152.77000427246094,150.8800048828125,151.6999969482422,139.48536682128906,9217300
2021-07-29,153.13999938964844,153.8699951171875,151.91000366210938,153.0,140.68069458007812,9063500
2021-07-30,152.5800018310547,153.6699981689453,151.1999969482422,151.77999877929688,139.55892944335938,9805200
2021-08-02,152.02999877929688,154.4499969482422,151.07000732421875,151.1699981689453,138.99803161621094,10203200
2021-08-03,151.9499969482422,153.32000732421875,149.52000427246094,152.88999938964844,140.57955932617188,10394800
2021-08-04,151.25,153.3699951171875,150.91000366210938,151.24000549316406,139.06239318847656,10155000
2021-08-05,152.27999877929688,153.69000244140625,152.00999450683594,153.14999389648438,140.818603515625,9151500
2021-08-06,155.19000244140625,157.82000732421875,155.11000061035156,157.5,144.818359375,13328800
2021-08-09,157.52000427246094,158.5500030517578,155.89999389648438,157.3300018310547,144.66204833984375,9516900
2021-08-10,156.74000549316406,159.97999572753906,156.30999755859375,159.25999450683594,146.4366455078125,8667000
2021-08-11,160.0,161.5,159.0800018310547,161.16000366210938,148.18365478515625,9156500
2021-08-12,161.8800048828125,162.3699951171875,160.5500030517578,161.7899932861328,148.762939453125,8844200
2021-08-13,161.7899932861328,162.16000366210938,159.57000732421875,159.97999572753906,147.09869384765625,8980900
2021-08-16,158.94000244140625,159.02999877929688,156.77999877929688,158.92999267578125,146.1332244873047,8755800
2021-08-17,157.57000732421875,158.86000061035156,155.27000427246094,157.00999450683594,144.3677978515625,9347200
2021-08-18,156.30999755859375,158.00999450683594,155.33999633789062,155.5800018310547,143.05296325683594,8065500
2021-08-19,153.16000366210938,155.55999755859375,153.00999450683594,154.27999877929688,141.8576202392578,9517700
2021-08-20,154.35000610351562,154.89999389648438,153.16000366210938,154.72000122070312,142.26220703125,6974100
2021-08-23,155.3300018310547,157.08999633789062,155.24000549316406,156.6999969482422,144.082763671875,7934600
2021-08-24,157.0,158.5500030517578,156.8699951171875,157.6699981689453,144.9746551513672,7670900
2021-08-25,158.50999450683594,161.77999877929688,157.8000030517578,160.9199981689453,147.96298217773438,11335000
2021-08-26,162.25999450683594,163.8300018310547,161.14999389648438,161.75,148.72616577148438,11027500
2021-08-27,161.75,163.16000366210938,161.25999450683594,163.0500030517578,149.92147827148438,8780200
2021-08-30,163.2100067138672,163.49000549316406,159.8800048828125,160.44000244140625,147.52166748046875,7937600
2021-08-31,160.44000244140625,161.3699951171875,159.35000610351562,159.9499969482422,147.07110595703125,12340800
2021-09-01,160.22000122070312,160.75999450683594,158.97000122070312,159.72000122070312,146.859619140625,8729900
2021-09-02,160.02000427246094,161.61000061035156,159.42999267578125,160.4600067138672,147.5400390625,8813300
2021-09-03,160.38999938964844,160.88999938964844,159.14999389648438,159.49000549316406,146.64813232421875,7959700
2021-09-07,159.99000549316406,161.3800048828125,158.9600067138672,159.2100067138672,146.3907012939453,9285600
2021-09-08,158.88999938964844,159.5800018310547,158.0399932861328,158.5,145.7378692626953,7852700
2021-09-09,158.27000427246094,160.8300018310547,158.0800018310547,159.19000244140625,146.37229919433594,7904300
2021-09-10,160.55999755859375,160.72000122070312,157.22000122070312,157.36000061035156,144.68963623046875,8311600
2021-09-13,158.52999877929688,160.0500030517578,158.07000732421875,159.86000061035156,146.98834228515625,10052800
2021-09-14,160.4499969482422,161.33999633789062,156.25999450683594,157.07000732421875,144.42300415039062,11685600
2021-09-15,156.72000122070312,158.69000244140625,156.47000122070312,158.16000366210938,145.4252471923828,11691500
2021-09-16,159.41000366210938,160.85000610351562,157.22000122070312,158.08999633789062,145.36087036132812,10880900
2021-09-17,157.3800048828125,159.00999450683594,157.0,157.67999267578125,144.98387145996094,25581600
2021-09-20,153.88999938964844,154.55999755859375,150.49000549316406,152.9600067138672,140.64393615722656,15819900
2021-09-21,153.52999877929688,154.5500030517578,152.5800018310547,152.97999572753906,140.66232299804688,8999900
2021-09-22,155.1999969482422,157.25,155.10000610351562,155.91000366210938,143.3563690185547,11236200
2021-09-23,158.0,161.7100067138672,157.6699981689453,161.17999267578125,148.2020721435547,12336100
2021-09-24,161.44000244140625,163.58999633789062,160.82000732421875,163.0399932861328,149.91229248046875,10102400
2021-09-27,165.0,167.39999389648438,164.61000061035156,166.97999572753906,153.53506469726562,13220900
2021-09-28,167.6999969482422,169.3000030517578,165.66000366210938,166.0800018310547,152.70753479003906,13387900
2021-09-29,166.2100067138672,166.89999389648438,165.0399932861328,165.9499969482422,152.58795166015625,7777100
2021-09-30,166.9199981689453,166.99000549316406,162.7899932861328,163.69000244140625,150.5099639892578,13161200
2021-10-01,164.0,168.3000030517578,163.60000610351562,167.1300048828125,153.6729736328125,11285000
2021-10-04,166.97000122070312,170.44000244140625,165.72999572753906,166.9499969482422,153.5074462890625,14120000
2021-10-05,167.2100067138672,170.13999938964844,166.6699981689453,168.66000366210938,156.01426696777344,12292900
2021-10-06,167.99000549316406,169.10000610351562,166.0,169.02000427246094,156.34730529785156,8692600
2021-10-07,171.1999969482422,171.50999450683594,169.5399932861328,170.08999633789062,157.33705139160156,10195400
2021-10-08,170.02000427246094,171.33999633789062,169.3000030517578,170.22000122070312,157.45730590820312,8190100
2021-10-11,170.8000030517578,171.2899932861328,166.4600067138672,166.63999938964844,154.14572143554688,12154700
2021-10-12,165.75,166.69000244140625,164.77000427246094,165.36000061035156,152.96170043945312,13032600
2021-10-13,164.07000732421875,165.41000366210938,160.60000610351562,161.0,148.92860412597656,22753500
2021-10-14,161.75,164.00999450683594,160.05999755859375,163.47000122070312,151.2134246826172,15176800
2021-10-15,165.35000610351562,167.1699981689453,164.13999938964844,166.61000061035156,154.11795043945312,14267400
2021-10-18,166.47999572753906,168.61000061035156,165.91000366210938,166.5500030517578,154.0625,12672900
2021-10-19,167.39999389648438,168.64999389648438,166.5800018310547,168.57000732421875,155.9310302734375,8053900
2021-10-20,168.3000030517578,170.8699951171875,167.4600067138672,170.83999633789062,158.03082275390625,8185600
2021-10-21,170.75999450683594,171.3300018310547,168.67999267578125,169.5,156.7913055419922,8415200
2021-10-22,170.02999877929688,172.08999633789062,169.6999969482422,171.77999877929688,158.90032958984375,8817900
2021-10-25,172.7100067138672,172.9600067138672,170.47999572753906,170.94000244140625,158.1233367919922,10159200
2021-10-26,171.0,172.49000549316406,170.5399932861328,171.39999389648438,158.548828125,8015100
2021-10-27,170.32000732421875,170.6999969482422,167.33999633789062,167.8300018310547,155.24652099609375,9847000
2021-10-28,168.3000030517578,170.50999450683594,167.9600067138672,170.36000061035156,157.58680725097656,7212900
2021-10-29,171.17999267578125,172.24000549316406,169.38999938964844,169.88999938964844,157.1520233154297,8140100
2021-11-01,172.0399932861328,172.3300018310547,169.00999450683594,169.8000030517578,157.0688018798828,7435500
2021-11-02,169.8000030517578,171.69000244140625,168.9199981689453,170.47000122070312,157.68856811523438,7173800
2021-11-03,170.1300048828125,171.1300048828125,169.14999389648438,170.52999877929688,157.74407958984375,8402700
2021-11-04,170.0,170.1999969482422,166.49000549316406,168.2899932861328,155.6719970703125,9574200
2021-11-05,168.89999389648438,170.08999633789062,167.41000366210938,168.0500030517578,155.44998168945312,7975600
2021-11-08,169.0500030517578,170.9199981689453,168.74000549316406,169.05999755859375,156.38427734375,6413700
2021-11-09,167.35000610351562,168.47000122070312,166.60000610351562,167.77999877929688,155.20025634765625,7990300
2021-11-10,167.4499969482422,168.9499969482422,167.08999633789062,167.6199951171875,155.05224609375,6999200
2021-11-11,167.52000427246094,168.67999267578125,166.89999389648438,167.61000061035156,155.04299926757812,5815300
2021-11-12,167.64999389648438,167.74000549316406,165.72000122070312,166.86000061035156,154.3492431640625,8113400
2021-11-15,167.2100067138672,167.7899932861328,166.0,166.55999755859375,154.07171630859375,6492500
2021-11-16,167.05999755859375,167.07000732421875,165.1199951171875,165.36000061035156,152.96170043945312,9706100
2021-11-17,165.2100067138672,165.55999755859375,163.38999938964844,164.47000122070312,152.138427734375,9909600
2021-11-18,164.38999938964844,164.85000610351562,162.55999755859375,163.0500030517578,150.82489013671875,8122500
2021-11-19,161.3000030517578,162.11000061035156,159.4499969482422,160.9199981689453,148.85458374023438,12193600
2021-11-22,164.16000366210938,165.97999572753906,162.99000549316406,164.35000610351562,152.02743530273438,14549900
2021-11-23,165.5,168.55999755859375,165.3699951171875,168.27999877929688,155.6627655029297,12354400
2021-11-24,168.4600067138672,169.44000244140625,166.44000244140625,166.9600067138672,154.44174194335938,9629800
2021-11-26,162.13999938964844,162.64999389648438,158.82000732421875,161.92999267578125,149.7888946533203,13619300
2021-11-29,163.30999755859375,164.77999877929688,159.82000732421875,161.22999572753906,149.14134216308594,12104400
2021-11-30,159.16000366210938,160.6300048828125,158.2899932861328,158.8300018310547,146.92127990722656,18922600
2021-12-01,161.0,163.27000427246094,157.8000030517578,157.88999938964844,146.05177307128906,12253400
2021-12-02,159.8300018310547,163.25,158.8000030517578,161.2100067138672,149.1228790283203,12969900
2021-12-03,161.5,161.8300018310547,157.19000244140625,158.2899932861328,146.42178344726562,12681800
2021-12-06,161.00999450683594,162.61000061035156,159.4600067138672,160.16000366210938,148.15158081054688,11186500
2021-12-07,161.8800048828125,163.38999938964844,161.16000366210938,162.57000732421875,150.38088989257812,9851600
2021-12-08,162.66000366210938,163.27000427246094,160.1699981689453,160.7100067138672,148.66036987304688,11705700
2021-12-09,159.64999389648438,160.92999267578125,158.64999389648438,160.4600067138672,148.42910766601562,11189600
2021-12-10,161.32000732421875,161.6999969482422,159.1300048828125,159.82000732421875,147.8370819091797,10405400
2021-12-13,159.5,159.7899932861328,157.27999877929688,157.9199981689453,146.0795440673828,12069000
2021-12-14,157.4499969482422,160.88999938964844,157.3000030517578,159.1300048828125,147.1988067626953,12563600
2021-12-15,159.85000610351562,159.85000610351562,157.35000610351562,157.94000244140625,146.09803771972656,14014200
2021-12-16,160.38999938964844,161.82000732421875,158.6999969482422,160.41000366210938,148.38284301757812,19542800
2021-12-17,159.32000732421875,159.3800048828125,155.17999267578125,156.75999450683594,145.0065155029297,28082000
2021-12-20,154.50999450683594,154.6999969482422,151.83999633789062,153.94000244140625,142.39791870117188,15148000
2021-12-21,155.41000366210938,157.17999267578125,155.08999633789062,156.08999633789062,144.38673400878906,11291300
2021-12-22,155.75,157.05999755859375,155.24000549316406,156.6999969482422,144.95098876953125,7273000
2021-12-23,157.61000061035156,159.1199951171875,157.2100067138672,157.25999450683594,145.46900939941406,8055200
2021-12-27,157.60000610351562,158.1999969482422,156.33999633789062,158.16000366210938,146.3015594482422,6188100
2021-12-28,158.1999969482422,160.14999389648438,158.0800018310547,158.63999938964844,146.7455596923828,6342300
2021-12-29,158.85000610351562,159.6300048828125,158.14999389648438,158.55999755859375,146.67153930664062,6398900
2021-12-30,159.11000061035156,160.24000549316406,158.3699951171875,158.47999572753906,146.5975341796875,6948200
2021-12-31,158.4499969482422,159.2899932861328,157.9600067138672,158.35000610351562,146.47727966308594,5805900
2022-01-03,159.86000061035156,162.63999938964844,159.50999450683594,161.6999969482422,149.57611083984375,13120900
2022-01-04,164.30999755859375,168.5800018310547,164.22999572753906,167.8300018310547,155.24652099609375,20195800
2022-01-05,167.82000732421875,168.36000061035156,163.72999572753906,163.77999877929688,152.40829467773438,17539400
2022-01-06,166.91000366210938,167.3699951171875,163.8699951171875,165.52000427246094,154.02745056152344,14047500
2022-01-07,165.6699981689453,167.52999877929688,165.05999755859375,167.16000366210938,155.5535888671875,13913300
2022-01-10,169.07000732421875,169.30999755859375,165.52999877929688,167.32000732421875,155.70248413085938,12922500
2022-01-11,168.25999450683594,168.52000427246094,166.30999755859375,167.49000549316406,155.86068725585938,11854100
2022-01-12,168.4600067138672,169.58999633789062,167.17999267578125,168.44000244140625,156.74472045898438,12568000
2022-01-13,168.33999633789062,169.80999755859375,167.88999938964844,168.22999572753906,156.54928588867188,13623400
2022-01-14,160.75999450683594,161.02999877929688,156.89999389648438,157.88999938964844,146.92724609375,40158400
2022-01-18,155.77999877929688,155.77999877929688,150.5399932861328,151.27000427246094,140.7668914794922,32324800
2022-01-19,151.57000732421875,152.22999572753906,148.5500030517578,148.92999267578125,138.58934020996094,22380000
2022-01-20,148.99000549316406,150.61000061035156,147.36000061035156,147.66000366210938,137.4075469970703,14860800
2022-01-21,147.5,147.50999450683594,144.27000427246094,145.0800018310547,135.0066680908203,20705400
2022-01-24,142.27999877929688,145.47999572753906,139.57000732421875,144.9499969482422,134.88572692871094,28471400
2022-01-25,143.64999389648438,146.85000610351562,140.7899932861328,146.52999877929688,136.3560028076172,18915900
2022-01-26,148.72000122070312,150.57000732421875,145.9600067138672,147.9199981689453,137.6494903564453,20709100
2022-01-27,149.4199981689453,150.3800048828125,144.1300048828125,145.30999755859375,135.22073364257812,17536800
2022-01-28,144.19000244140625,146.75999450683594,142.1699981689453,146.61000061035156,136.43043518066406,14117000
2022-01-31,145.63999938964844,148.7899932861328,144.6699981689453,148.60000610351562,138.28224182128906,13985700
2022-02-01,148.69000244140625,151.47000122070312,148.3000030517578,151.14999389648438,140.65521240234375,14584900
2022-02-02,150.5,150.94000244140625,148.07000732421875,149.94000244140625,139.5292510986328,12441100
2022-02-03,150.0,151.64999389648438,148.2899932861328,148.6999969482422,138.37530517578125,12474900
2022-02-04,149.10000610351562,153.5,148.77000427246094,152.55999755859375,141.96731567382812,16654400
2022-02-07,153.27000427246094,153.6199951171875,150.85000610351562,153.07000732421875,142.44190979003906,12572300
2022-02-08,155.0,158.47999572753906,154.8000030517578,155.9499969482422,145.12191772460938,20411400
2022-02-09,156.58999633789062,157.42999267578125,155.82000732421875,156.60000610351562,145.726806640625,9131100
2022-02-10,156.66000366210938,159.02999877929688,155.22000122070312,155.9499969482422,145.12191772460938,16455600
2022-02-11,155.61000061035156,158.19000244140625,152.97000122070312,153.9199981689453,143.23287963867188,16830000
2022-02-14,152.72999572753906,153.67999267578125,150.32000732421875,152.49000549316406,141.90219116210938,17026500
2022-02-15,154.50999450683594,155.94000244140625,153.85000610351562,154.72000122070312,143.97732543945312,9500000
2022-02-16,153.74000549316406,156.10000610351562,153.74000549316406,155.0,144.23788452148438,9076500
2022-02-17,153.0,153.72999572753906,150.6699981689453,151.42999267578125,140.915771484375,11367500
2022-02-18,152.1300048828125,154.13999938964844,151.1300048828125,152.13999938964844,141.57647705078125,11733300
2022-02-22,150.60000610351562,153.24000549316406,150.41000366210938,151.8699951171875,141.32522583007812,11333500
2022-02-23,153.1199951171875,153.3000030517578,147.97000122070312,148.69000244140625,138.3660125732422,11799000
2022-02-24,142.94000244140625,144.99000549316406,139.77999877929688,144.5500030517578,134.5134735107422,25655100
2022-02-25,145.25,150.1300048828125,144.91000366210938,147.97000122070312,137.69601440429688,18367700
2022-02-28,143.5500030517578,145.05999755859375,140.8800048828125,141.8000030517578,131.9544219970703,31315300
2022-03-01,140.0399932861328,140.47999572753906,133.5800018310547,136.4499969482422,126.97589111328125,36840400
2022-03-02,137.2899932861328,140.0399932861328,136.61000061035156,139.27999877929688,129.60939025878906,19405600
2022-03-03,139.83999633789062,140.97999572753906,137.05999755859375,138.2899932861328,128.68809509277344,16640800
2022-03-04,134.94000244140625,135.4199981689453,132.39999389648438,134.39999389648438,125.06822967529297,21016000
2022-03-07,132.1699981689453,132.69000244140625,128.9499969482422,129.2100067138672,120.23857879638672,27560100
2022-03-08,129.63999938964844,131.7899932861328,127.2699966430664,128.3000030517578,119.39176177978516,19207800
2022-03-09,132.89999389648438,135.24000549316406,132.44000244140625,133.44000244140625,124.17488098144531,17536200
2022-03-10,131.86000061035156,133.4499969482422,130.32000732421875,131.86000061035156,122.70459747314453,15604200
2022-03-11,132.49000549316406,134.0800018310547,128.4199981689453,128.88999938964844,119.9407958984375,20061800
2022-03-14,129.4600067138672,132.9199981689453,129.22999572753906,130.1699981689453,121.13190460205078,15786900
2022-03-15,131.8000030517578,133.5500030517578,131.1300048828125,132.47999572753906,123.28152465820312,15096600
2022-03-16,134.8699951171875,138.49000549316406,134.42999267578125,138.39999389648438,128.7904815673828,20354900
2022-03-17,136.86000061035156,140.19000244140625,135.9199981689453,140.14999389648438,130.41897583007812,17050500
2022-03-18,140.19000244140625,140.85000610351562,138.4600067138672,140.10000610351562,130.37242126464844,23656500
2022-03-21,140.35000610351562,140.75999450683594,138.72999572753906,139.64999389648438,129.95367431640625,12676100
2022-03-22,142.27000427246094,143.92999267578125,141.72000122070312,142.6199951171875,132.71746826171875,13548600
2022-03-23,140.97999572753906,141.58999633789062,139.1999969482422,139.77999877929688,130.07467651367188,12093200
2022-03-24,140.3000030517578,140.7100067138672,139.11000061035156,140.69000244140625,130.92144775390625,10017600
2022-03-25,141.08999633789062,143.17999267578125,140.8000030517578,141.9199981689453,132.06607055664062,8383500
2022-03-28,140.0,140.97000122070312,137.89999389648438,140.8699951171875,131.0889892578125,10818100
2022-03-29,143.35000610351562,143.60000610351562,140.24000549316406,141.17999267578125,131.37745666503906,11316500
2022-03-30,141.89999389648438,142.1199951171875,139.91000366210938,140.5399932861328,130.78189086914062,8771000
2022-03-31,139.8300018310547,140.35000610351562,136.25999450683594,136.32000732421875,126.85491180419922,17353900
2022-04-01,137.39999389648438,137.41000366210938,133.8000030517578,135.30999755859375,125.91502380371094,15721300
2022-04-04,134.1199951171875,136.94000244140625,132.88999938964844,135.91000366210938,126.47338104248047,17416400
2022-04-05,134.07000732421875,135.39999389648438,133.00999450683594,133.33999633789062,125.00154876708984,12110300
2022-04-06,131.5800018310547,132.55999755859375,130.9600067138672,131.49000549316406,123.26725769042969,12914700
2022-04-07,130.9499969482422,131.9199981689453,128.72999572753906,131.08999633789062,122.89225769042969,12994200
2022-04-08,131.6699981689453,133.89999389648438,131.49000549316406,133.49000549316406,125.14216613769531,13126900
2022-04-11,133.0,134.89999389648438,132.57000732421875,133.0,124.68282318115234,10466400
2022-04-12,132.13999938964844,134.5800018310547,130.6999969482422,131.5399932861328,123.31411743164062,12989900
2022-04-13,126.94000244140625,129.25,126.01000213623047,127.30000305175781,119.33927154541016,30838000
2022-04-14,126.5,128.3000030517578,125.0199966430664,126.12000274658203,118.23307037353516,18835200
2022-04-18,125.66999816894531,129.24000549316406,125.54000091552734,128.4600067138672,120.4267349243164,11834400
2022-04-19,128.4499969482422,131.32000732421875,128.22999572753906,131.1199951171875,122.92039489746094,15015400
2022-04-20,132.52000427246094,133.50999450683594,131.33999633789062,131.5800018310547,123.35161590576172,13430200
2022-04-21,132.22000122070312,132.80999755859375,129.9600067138672,130.55999755859375,122.39540100097656,12174200
2022-04-22,130.27999877929688,130.52000427246094,126.69000244140625,126.80999755859375,118.8799057006836,14318800
2022-04-25,126.01000213623047,127.12000274658203,123.11000061035156,126.7699966430664,118.8424072265625,17149000
2022-04-26,124.63999938964844,126.41000366210938,122.87000274658203,123.0199966430664,115.32691955566406,17209500
2022-04-27,122.33000183105469,123.55999755859375,121.22000122070312,121.41999816894531,113.82697296142578,17215200
